6.006353159601732550e+00,5.792529422283142493e-01,7.889976001476831646e-01,0.000000000000000000e+00,0.000000000000000000e+00
6.727431724850855055e+00,-2.359662364036968774e-01,7.570611039320657154e-01,1.000000000000000000e+00,0.000000000000000000e+00
2.397895272798370669e+00,-6.952222649117888453e-01,3.138268414251430688e-02,0.000000000000000000e+00,0.000000000000000000e+00
5.030437921392435285e+00,-3.042984482578420247e-01,4.301273767768137163e-02,0.000000000000000000e+00,0.000000000000000000e+00
4.663439094112066918e+00,-6.793310528526853576e-01,5.925789182204171945e-02,0.000000000000000000e+00,0.000000000000000000e+00
7.912789220690680914e+00,3.208453977406993118e+00,5.061842348163190231e-01,0.000000000000000000e+00,0.000000000000000000e+00
1.098612288668109782e+00,-7.452795828979650317e-01,1.901421450987631628e-02,0.000000000000000000e+00,0.000000000000000000e+00
8.308199063206446411e+00,-7.603762343541133895e-01,3.749307734908621237e-01,3.000000000000000000e+00,1.000000000000000000e+00
4.836281906951477971e+00,-4.139478114656564012e-01,7.338009968617316137e-01,0.000000000000000000e+00,0.000000000000000000e+00
3.295836866004329124e+00,-7.389230980743235477e-01,7.919512645375668958e-02,0.000000000000000000e+00,0.000000000000000000e+00
7.592366128519795865e+00,-2.820507513750971085e-01,5.824256968801919676e-01,0.000000000000000000e+00,0.000000000000000000e+00
4.330733340286331057e+00,-5.339264625118880225e-01,9.267122023260107588e-02,0.000000000000000000e+00,0.000000000000000000e+00
8.550047528287183951e+00,3.388819234277818282e+00,6.427912128484400966e-01,0.000000000000000000e+00,0.000000000000000000e+00
5.442417710521793239e+00,-2.470900848450693355e-01,4.744323426250691977e-02,0.000000000000000000e+00,0.000000000000000000e+00
7.673223121121708346e+00,6.746002145829353980e-01,2.689680635037843826e-01,0.000000000000000000e+00,0.000000000000000000e+00
6.626717749249024791e+00,-3.653152506194756732e-02,7.434004061288536080e-01,0.000000000000000000e+00,0.000000000000000000e+00
1.098612288668109782e+00,-7.651435979718443914e-01,1.107624146206387383e-02,0.000000000000000000e+00,0.000000000000000000e+00
5.683579767338681421e+00,-5.116787656291431619e-01,6.723278567472771305e-01,0.000000000000000000e+00,0.000000000000000000e+00
6.635946555686646597e+00,-3.646850540824354558e-01,2.938896067934280709e-01,0.000000000000000000e+00,0.000000000000000000e+00
2.708050201102210064e+00,-6.364247802931057851e-01,3.802842901975263257e-02,0.000000000000000000e+00,0.000000000000000000e+00
